"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","29","12","2","264","16","5","248.107","19.955","53471.07","52008.828"
"4","29","13","22","380","16.2","4.7","379.174","22.953","80587.75","78934.352"
"4","29","14","141","332","16.4","4.4","437.466","24.886","91967.836","90203.102"
"4","29","15","200","260","16.7","4.1","365.75","24.108","76473.938","74856.266"
"4","29","16","138","165","15.7","3.6","201.423","19.579","42047.039","40634.051"
"4","29","17","20","73","14.7","3.2","66.017","15.11","14301.631","12931.063"
"4","29","18","0","6","13.7","2.8","5.389","12.219","1202.679","0"
"4","29","19","0","0","13.4","2.1","0","13.4","0","0"
"4","29","20","0","0","13.1","1.5","0","13.1","0","0"
"4","29","21","0","0","12.8","0.8","0","12.8","0","0"
"4","29","22","0","0","12.3","1.4","0","12.3","0","0"
"4","29","23","0","0","11.8","2","0","11.8","0","0"
"4","30","0","0","0","11.3","2.6","0","11.3","0","0"
"4","30","1","0","0","10.8","2.5","0","10.8","0","0"
"4","30","2","0","0","10.3","2.4","0","10.3","0","0"
"4","30","3","0","0","9.8","2.3","0","9.8","0","0"
"4","30","4","0","2","10.7","1.9","1.866","8.634","423.062","0"
"4","30","5","47","49","11.7","1.4","41.542","10.66","9201.985","7827.316"
"4","30","6","288","132","12.7","1","198.074","17.012","39584.238","38179.438"
"4","30","7","537","160","13.9","1.3","428.95","25.589","86877.672","85165.008"
"4","30","8","696","163","15","1.7","666.089","33.118","133547.906","131219.938"
"4","30","9","799","151","16.2","2","857.167","39.047","168190.141","165205.328"
"4","30","10","823","160","16.3","2.7","977.209","40.497","190694.75","187191.891"
"4","30","11","599","316","16.3","3.3","953.919","38.784","187812.891","184380.375"
"4","30","12","230","398","16.4","4","647.999","30.998","132568.844","130256.953"
"4","30","13","133","436","16.7","3.3","562.682","29.704","115806.18","113748.578"
"4","30","14","187","322","17.1","2.7","461.842","28.359","95460.164","93657.578"
"4","30","15","109","273","17.4","2","320.801","25.775","66831.938","65288.57"
"4","30","16","34","155","16.7","2","153.807","20.113","32770.711","31384.074"
"4","30","17","0","47","15.9","2","42.398","15.654","9317.851","7943.316"
"4","30","18","0","3","15.2","2","2.691","13.434","597.351","0"
"4","30","19","0","0","15.1","1.3","0","15.1","0","0"
"4","30","20","0","0","14.8","0.7","0","14.8","0","0"
"4","30","21","0","0","14.4","0","0","14.4","0","0"
"4","30","22","0","0","13.7","0.7","0","13.7","0","0"
"4","30","23","0","0","12.8","1.3","0","12.8","0","0"
"5","1","0","0","0","11.9","4","0","11.9","0","0"
"5","1","1","0","0","11.2","3.7","0","11.2","0","0"
"5","1","2","0","0","10.8","3.3","0","10.8","0","0"
"5","1","3","0","0","10.8","3","0","10.8","0","0"
"5","1","4","0","2","11","2.3","1.866","9.063","422.271","0"
"5","1","5","53","51","11.2","1.7","43.32","10.276","9585.005","8210.772"
"5","1","6","296","133","13.7","1","201.328","18.137","39996.73","38590.617"
"5","1","7","547","159","17","1","433.247","29.537","86100.789","84395.758"
"5","1","8","709","159","19","1","671.324","39.564","130349.055","128073.133"
"5","1","9","811","146","19.6","1","862.339","46.484","162870.906","159998.031"
"5","1","10","852","146","20","1.7","990.251","47.654","186228.375","182834.047"
"5","1","11","852","157","20","2.3","1039.973","47.015","196285.641","192642.906"
"5","1","12","853","151","20.8","3","1015.616","45.311","193382.922","189813.359"
"5","1","13","838","136","22","2.3","911.475","45.955","172794.438","169709.484"
"5","1","14","760","145","21.5","1.7","740.248","42.898","141844.406","139374.641"
"5","1","15","667","126","21","1","515.776","38.295","99155.484","97310.945"
"5","1","16","443","124","20.5","1","273.894","29.597","52016.141","50561.199"
"5","1","17","133","80","20","1","82.858","21.882","16128.789","14758.792"
"5","1","18","0","9","16.2","1","8.093","14.484","1787.962","400.74"
"5","1","19","0","0","15","2","0","15","0","0"
"5","1","20","0","0","15.3","3","0","15.3","0","0"
"5","1","21","0","0","15.7","4","0","15.7","0","0"
"5","1","22","0","0","15","4","0","15","0","0"
"5","1","23","0","0","14","4","0","14","0","0"
"5","2","0","0","0","15.4","4","0","15.4","0","0"
"5","2","1","0","0","15","3","0","15","0","0"
"5","2","2","0","0","14","2","0","14","0","0"
"5","2","3","0","0","15","1","0","15","0","0"
"5","2","4","0","2","15","1.3","1.866","12.799","415.373","0"
"5","2","5","50","52","16","1.7","44.233","15.215","9572.491","8198.244"
"5","2","6","282","136","17","2","200.572","20.738","39544.508","38139.832"
"5","2","7","551","152","17","3.7","428.766","25.565","86791.328","85079.516"
"5","2","8","690","167","18","5.3","666.174","29.991","135627.719","133265.125"
"5","2","9","796","154","20","7","857.545","33.467","172992.75","169903.422"
"5","2","10","841","152","21","6.7","985.648","37.165","195590.359","191965.281"
"5","2","11","834","167","22","6.3","1031.801","39.732","202178.047","198383.125"
"5","2","12","818","170","23.6","6","1000.331","41.39","194353.328","190759.453"
"5","2","13","816","148","22","6.7","903.654","36.992","179318.672","176086.688"
"5","2","14","779","130","23","7.3","736.685","34.507","147210.797","144644.125"
"5","2","15","666","127","22.8","8","515.931","30.217","103206.289","101313.539"
"5","2","16","446","125","22","6","275.75","26.439","53165.969","51705.281"
"5","2","17","135","82","21","4","84.73","22.027","16490.098","15120.157"
"5","2","18","0","10","19.4","2","8.995","18.073","1955.378","568.526"
"5","2","19","0","0","18","2.7","0","18","0","0"
"5","2","20","0","0","18","3.3","0","18","0","0"
"5","2","21","0","0","18","4","0","18","0","0"
"5","2","22","0","0","16","3.7","0","16","0","0"
"5","2","23","0","0","15","3.3","0","15","0","0"
"5","3","0","0","0","17.4","3","0","17.4","0","0"
"5","3","1","0","0","16","2.7","0","16","0","0"
"5","3","2","0","0","17","2.3","0","17","0","0"
"5","3","3","0","0","16.2","2","0","16.2","0","0"
"5","3","4","0","2","16","4","1.866","14.523","412.19","0"
"5","3","5","51","56","17","6","48.407","16.677","10405.545","9032.177"
"5","3","6","304","136","17.3","8","206.628","19.435","40822.043","39413.234"
"5","3","7","544","162","19","7.3","435.172","25.028","88412.453","86684.477"
"5","3","8","698","155","20","6.7","659.818","30.33","134090.672","131753.719"
"5","3","9","704","192","20.6","6","821.492","34.775","164685.266","161774.672"
"5","3","10","714","222","21","6.1","941.532","37.315","186701.141","183295.469"
"5","3","11","713","237","22","6.2","989.36","39.128","194453.641","190857.234"
"5","3","12","710","232","22.2","8","964.287","36.47","192045.25","188509"
"5","3","13","794","167","22","8.2","902.678","35.122","180798.078","177531.906"
"5","3","14","786","128","22","8.2","739.535","32.69","149094.188","146492.531"
"5","3","15","691","120","20.7","10","522.847","27.133","106076.516","104148.203"
"5","3","16","456","124","20","11.3","278.169","22.86","54481.414","53013.922"
"5","3","17","119","88","18","8.2","87.929","18.578","17636.557","16266.673"
"5","3","18","0","10","16.7","7","8.995","15.867","1974.911","588.102"
"5","3","19","0","0","16","6.2","0","16","0","0"
"5","3","20","0","0","15","4.1","0","15","0","0"
"5","3","21","0","0","15","4","0","15","0","0"
"5","3","22","0","0","13","1","0","13","0","0"
"5","3","23","0","0","13","2.1","0","13","0","0"
"5","4","0","0","0","11.2","2","0","11.2","0","0"
"5","4","1","0","0","9","2.1","0","9","0","0"
"5","4","2","0","0","9","1","0","9","0","0"
"5","4","3","0","0","8.4","2","0","8.4","0","0"
"5","4","4","0","3","8","2.1","2.799","5.989","641.919","0"
"5","4","5","66","56","10","2.1","47.928","9.26","10572.747","9199.543"
"5","4","6","359","121","13.2","1","209.989","17.939","41147.449","39737.551"
"5","4","7","561","159","15.6","1","440.988","28.438","88112.875","86387.914"
"5","4","8","714","160","18","1","676.118","38.776","131814.891","129515.305"
"5","4","9","810","149","19","3","864.245","39.358","169315.078","166306.078"
"5","4","10","848","149","19","3.1","988.547","42.346","191098.641","187585.813"
"5","4","11","851","159","20","3.1","1039.535","44.706","198576.688","194875.375"
"5","4","12","849","154","20.4","3","1013.097","44.871","193342.703","189774.156"
"5","4","13","843","136","21","4.1","914.363","41.021","177796.766","174599.625"
"5","4","14","799","123","22","5.1","743.849","36.538","147138.453","144573.125"
"5","4","15","681","124","21","4","520.936","32.413","103069.336","101178.258"
"5","4","16","457","125","21","4.1","279.365","26.725","53744.719","52281.066"
"5","4","17","140","84","20","2.1","86.998","21.465","16951.135","15581.239"
"5","4","18","0","11","17.2","2","9.898","15.846","2173.338","786.962"
"5","4","19","0","0","15","2.1","0","15","0","0"
"5","4","20","0","0","15","2.1","0","15","0","0"
"5","4","21","0","0","14.4","1","0","14.4","0","0"
"5","4","22","0","0","13","2.1","0","13","0","0"
"5","4","23","0","0","11","0","0","11","0","0"
"5","5","0","0","0","9","2","0","9","0","0"
"5","5","1","0","0","13.6","2","0","13.6","0","0"
"5","5","2","0","0","9","2.1","0","9","0","0"
"5","5","3","0","0","9","2","0","9","0","0"
"5","5","4","0","3","9","2.1","2.799","7.012","639.087","0"
"5","5","5","69","58","10","2.1","49.684","9.309","10938.006","9565.147"
"5","5","6","303","139","13.6","2","209.482","17.563","41822.738","40410.531"
"5","5","7","543","164","16","1","437.004","28.706","87289.047","85572.32"
"5","5","8","695","168","17","1","670.823","37.65","131551.094","129255.781"
"5","5","9","792","157","18.6","2","856.718","41.344","166165.563","163223.828"
"5","5","10","840","154","19","2.1","985.673","45.088","187869.391","184435.516"
"5","5","11","845","163","20","2.1","1037.124","47.626","195120.078","191506.875"
"5","5","12","845","157","21.2","2","1011.699","48.654","189289.172","185820.766"
"5","5","13","833","141","22","3.1","910.062","43.828","174435.297","171313.938"
"5","5","14","755","149","21","4.1","738.805","37.197","145707.203","143168.109"
"5","5","15","663","131","21.2","5","517.449","31.254","103012.172","101121.789"
"5","5","16","443","129","21","4.1","278.176","26.692","53648.777","52185.621"
"5","5","17","141","86","20","3.1","88.779","21.252","17333.297","15963.417"
"5","5","18","0","11","18.2","2","9.897","16.878","2163.115","776.717"
"5","5","19","0","0","16","3.1","0","16","0","0"
"5","5","20","0","0","15","2.1","0","15","0","0"
"5","5","21","0","0","14.2","0","0","14.2","0","0"
"5","5","22","0","0","14","1","0","14","0","0"
"5","5","23","0","0","12","0","0","12","0","0"
"5","6","0","0","0","10.5","2","0","10.5","0","0"
"5","6","1","0","0","10","2.1","0","10","0","0"
"5","6","2","0","0","10","2.1","0","10","0","0"
"5","6","3","0","0","9.7","2","0","9.7","0","0"
"5","6","4","0","4","10","2.1","3.732","8.058","848.253","0"
"5","6","5","72","59","12","2.1","50.718","11.378","11040.81","9668.046"
"5","6","6","315","137","14.4","1","211.119","19.202","41723.297","40311.434"
"5","6","7","521","177","17","1","438.541","29.745","87305.813","85588.914"
"5","6","8","695","169","18","1","671.803","38.642","131095","128807.07"
"5","6","9","795","157","19.6","1","859.092","46.396","162340.641","159478.719"
"5","6","10","839","155","20","3.1","985.333","43.224","189621.328","186144.813"
"5","6","11","867","143","21","2.1","1027.071","48.328","192514.906","188967"
"5","6","12","843","159","22.2","3","1011.209","46.525","191327.359","187808.906"
"5","6","13","838","131","23","4.1","903.544","42.741","174153.109","171038.047"
"5","6","14","736","151","23","3.1","726.055","40.468","140862.578","138410.125"
"5","6","15","577","155","23","3","491.803","34.902","96391.961","94578.977"
"5","6","16","403","131","22","5.1","266.149","26.72","51535.293","50082.699"
"5","6","17","143","82","22","3.1","85.912","23.19","16541.225","15171.29"
"5","6","18","0","11","19.6","2","9.897","18.308","2149.017","762.588"
"5","6","19","0","0","18","1","0","18","0","0"
"5","6","20","0","0","18","1","0","18","0","0"
"5","6","21","0","0","17.1","1","0","17.1","0","0"
"5","6","22","0","0","15.5","1.5","0","15.5","0","0"
"5","6","23","0","0","14","2.1","0","14","0","0"
"5","7","0","0","0","13.5","1","0","13.5","0","0"
"5","7","1","0","0","12","1","0","12","0","0"
"5","7","2","0","0","12","1.5","0","12","0","0"
"5","7","3","0","0","11.4","3","0","11.4","0","0"
"5","7","4","0","4","11","2.1","3.732","9.079","844.482","0"
"5","7","5","84","59","13","2.1","51.255","12.413","11038.258","9665.491"
"5","7","6","343","125","15","2","209.992","18.996","41176.836","39766.836"
"5","7","7","551","158","18","1","435.569","30.633","86162.797","84457.156"
"5","7","8","723","147","20","2.1","669.295","37.054","131593.984","129297.977"
"5","7","9","808","143","21","2","855.807","43.615","164062.344","161164.75"
"5","7","10","841","146","22","2.1","977.433","47.733","183739.859","180404.781"
"5","7","11","856","149","23","2.1","1021.464","50.064","189709.516","186230.828"
"5","7","12","849","148","23.1","2","1005.014","50.243","186457.469","183057.656"
"5","7","13","842","129","24","3.1","897.048","45.458","170488.422","167454"
"5","7","14","767","139","24","6.2","734.725","36.739","145210.656","142680.578"
"5","7","15","661","133","23.2","4","517.851","34.515","101475.367","99603.508"
"5","7","16","478","118","23","4.1","279.969","28.745","53157.996","51697.352"
"5","7","17","178","82","22","3.1","89.163","23.303","16801.199","15431.292"
"5","7","18","0","13","19","2","11.704","17.752","2547.908","1162.332"
"5","7","19","0","0","18","2.1","0","18","0","0"
"5","7","20","0","0","17","2.1","0","17","0","0"
"5","7","21","0","0","16","2.6","0","16","0","0"
"5","7","22","0","0","15","3.1","0","15","0","0"
"5","7","23","0","0","14","2.1","0","14","0","0"
"5","8","0","0","0","14","1","0","14","0","0"
"5","8","1","0","0","13","2.1","0","13","0","0"
"5","8","2","0","0","12","3.1","0","12","0","0"
"5","8","3","0","0","12","1","0","12","0","0"
"5","8","4","0","4","12","3.1","3.732","10.348","839.796","0"
"5","8","5","79","62","14","2.1","53.532","13.496","11497.021","10124.654"
"5","8","6","367","123","16","3","214.883","19.675","41814.285","40402.105"
"5","8","7","524","178","19","1","441.195","31.812","86977.633","85263.992"
"5","8","8","737","141","21","1","672.944","41.563","129322.703","127063.172"
"5","8","9","817","139","22","2","859.174","44.668","163812.063","160919.672"
"5","8","10","848","143","23","1","971.056","53.323","177171.094","173988.172"
"5","8","11","849","154","24","2.1","1030.038","51.197","190146.828","186657.422"
"5","8","12","849","148","24.4","2","1004.412","51.481","185115","181747.281"
"5","8","13","831","143","25","4.1","908.747","44.784","173321.828","170225.234"
"5","8","14","758","150","25","4.1","740.849","41.166","143213.094","140719.016"
"5","8","15","675","129","25","4","521.647","36.397","101236.211","99367.203"
"5","8","16","460","129","24","4.1","283.922","29.845","53873.703","52409.383"
"5","8","17","153","90","22.2","3.1","93.509","23.62","17989.689","16619.785"
"5","8","18","0","13","20.4","2","11.703","19.207","2530.921","1145.31"
"5","8","19","0","0","17","3.1","0","17","0","0"
"5","8","20","0","0","17","3.1","0","17","0","0"
"5","8","21","0","0","16","1","0","16","0","0"
"5","8","22","0","0","15","1","0","15","0","0"
"5","8","23","0","0","14","1","0","14","0","0"
"5","9","0","0","0","12.3","2","0","12.3","0","0"
"5","9","1","0","0","13","2.1","0","13","0","0"
"5","9","2","0","0","13","2.1","0","13","0","0"
"5","9","3","0","0","12.2","1","0","12.2","0","0"
"5","9","4","0","5","12","2.1","4.49","10.128","1011.368","0"
"5","9","5","82","64","14.2","2","55.284","13.741","11842.256","10470.172"
"5","9","6","367","124","16.5","2","215.97","20.689","41861.211","40448.871"
"5","9","7","549","167","19","2.1","443.372","29.646","88206.469","86480.57"
"5","9","8","698","170","21","1","674.676","41.621","129692.383","127426.969"
"5","9","9","794","159","22.4","2","859.459","45.064","163540.094","160653.359"
"5","9","10","859","138","23","0","976.203","59.703","171947.891","168881.594"
"5","9","11","863","146","24","2.1","1024.384","51.077","189224.328","185757.516"
"5","9","12","855","145","24.8","1","996.468","56.264","178934.359","175711.188"
"5","9","13","792","163","25","3.1","893.633","46.332","169076.891","166073.031"
"5","9","14","609","223","24","4.1","699.976","39.309","136718.156","134337.156"
"5","9","15","366","236","23","4","439.638","32.586","87762.758","86041.305"
"5","9","16","156","173","21","3.1","213.619","25.63","43270.285","41852.906"
"5","9","17","0","72","21","2.1","63.827","21.646","13648.924","12278.037"
"5","9","18","0","4","20","1","3.589","18.162","779.953","0"
"5","9","19","0","0","19","1","0","19","0","0"
"5","9","20","0","0","18","1","0","18","0","0"
"5","9","21","0","0","16","2","0","16","0","0"
"5","9","22","0","0","14","2.1","0","14","0","0"
"5","9","23","0","0","14","2.1","0","14","0","0"
"5","10","0","0","0","14","1","0","14","0","0"
"5","10","1","0","0","13","1","0","13","0","0"
"5","10","2","0","0","12","1","0","12","0","0"
"5","10","3","0","0","11.4","0","0","11.4","0","0"
