"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","26","14","382","82","12.2","1.4","334.819","22.572","69712.859","68148.672"
"11","26","15","65","37","11.7","1","71.784","13.426","15323.152","13952.962"
"11","26","16","0","0","11","1","0","11","0","0"
"11","26","17","0","0","10.9","0.8","0","10.9","0","0"
"11","26","18","0","0","10.8","0.6","0","10.8","0","0"
"11","26","19","0","0","10.8","0.4","0","10.8","0","0"
"11","26","20","0","0","10.7","0.2","0","10.7","0","0"
"11","26","21","0","0","10.6","0","0","10.6","0","0"
"11","26","22","0","0","10.5","0.3","0","10.5","0","0"
"11","26","23","0","0","10.5","0.7","0","10.5","0","0"
"11","27","0","0","0","10.4","1","0","10.4","0","0"
"11","27","1","0","0","10.3","1","0","10.3","0","0"
"11","27","2","0","0","10.3","1","0","10.3","0","0"
"11","27","3","0","0","10.2","1","0","10.2","0","0"
"11","27","4","0","0","9.9","1.3","0","9.9","0","0"
"11","27","5","0","0","9.5","1.7","0","9.5","0","0"
"11","27","6","0","1","9.2","2","0.933","7.092","212.955","0"
"11","27","7","200","37","10.5","1.7","138.141","12.353","28895.77","27516.523"
"11","27","8","380","79","11.7","1.3","328.654","20.17","69141.664","67581.703"
"11","27","9","177","154","13","1","308.206","22.333","65386.023","63852.656"
"11","27","10","100","189","12.7","1","289.32","21.341","61874.719","60364.406"
"11","27","11","25","184","12.3","1","206.132","18.187","44770.57","43347.52"
"11","27","12","0","122","12","1","116.245","14.498","25680.383","24305.646"
"11","27","13","0","98","12","0.7","92.688","13.358","20580.801","19210.207"
"11","27","14","0","61","11.9","0.3","56.522","11.803","12637.446","11265.947"
"11","27","15","0","19","11.9","0","17.155","9.284","3878.263","2495.371"
"11","27","16","0","0","11.7","0.3","0","11.7","0","0"
"11","27","17","0","0","11.4","0.7","0","11.4","0","0"
"11","27","18","0","0","11.2","1","0","11.2","0","0"
"11","27","19","0","0","11.1","0.7","0","11.1","0","0"
"11","27","20","0","0","10.9","0.3","0","10.9","0","0"
"11","27","21","0","0","10.8","0","0","10.8","0","0"
"11","27","22","0","0","10.6","0","0","10.6","0","0"
"11","27","23","0","0","10.4","0","0","10.4","0","0"
"11","28","0","0","0","10.2","0","0","10.2","0","0"
"11","28","1","0","0","10.3","0.3","0","10.3","0","0"
"11","28","2","0","0","10.4","0.7","0","10.4","0","0"
"11","28","3","0","0","10.5","1","0","10.5","0","0"
"11","28","4","0","0","10.7","1.3","0","10.7","0","0"
"11","28","5","0","0","10.8","1.7","0","10.8","0","0"
"11","28","6","0","0","10.9","2","0","10.9","0","0"
"11","28","7","0","17","11.3","1.7","15.343","9.546","3464.772","2081.073"
"11","28","8","0","59","11.6","1.3","54.551","11.007","12239.681","10867.9"
"11","28","9","0","96","12","1","90.705","12.799","20190.752","18820.322"
"11","28","10","22","171","12.3","1","189.722","16.599","41499.539","40088.445"
"11","28","11","105","199","12.7","1","307.619","21.32","65818.617","64282.285"
"11","28","12","197","187","13","1","379.009","24.444","79839.883","78193.156"
"11","28","13","437","124","12.7","1.3","482.061","26.723","99916.359","98062.945"
"11","28","14","507","66","12.5","1.7","390.739","23.395","80782.906","79127.758"
"11","28","15","243","36","12.2","2","154.212","15.838","31602.287","30218.104"
"11","28","16","0","1","10.7","1.7","0.933","9.141","211.063","0"
"11","28","17","0","0","9.3","1.3","0","9.3","0","0"
"11","28","18","0","0","7.8","1","0","7.8","0","0"
"11","28","19","0","0","7.6","0.6","0","7.6","0","0"
"11","28","20","0","0","7.4","0.1","0","7.4","0","0"
"11","28","21","0","0","7.2","0","0","7.2","0","0"
"11","28","22","0","0","7.4","0","0","7.4","0","0"
"11","28","23","0","0","7.6","0.1","0","7.6","0","0"
"11","29","0","0","0","7.8","0.3","0","7.8","0","0"
"11","29","1","0","0","8","0.2","0","8","0","0"
"11","29","2","0","0","8.2","0.1","0","8.2","0","0"
"11","29","3","0","0","8.4","0","0","8.4","0","0"
"11","29","4","0","0","8.1","0","0","8.1","0","0"
"11","29","5","0","0","7.9","0","0","7.9","0","0"
"11","29","6","0","0","7.6","0","0","7.6","0","0"
"11","29","7","31","34","8.5","0","49.795","6.476","11086.789","9714.066"
"11","29","8","297","96","9.5","0","291.984","19.382","61793.078","60283.281"
"11","29","9","557","107","10.4","0","547.774","31.568","110789.242","108799.977"
"11","29","10","681","90","10.7","0.2","683.267","37.11","135118.375","132764.313"
"11","29","11","673","99","10.9","0.3","710.815","38.306","139907.859","137472.078"
"11","29","12","626","104","11.2","0.5","657.927","35.772","131010.922","128724.344"
"11","29","13","543","98","11.5","0.7","531.325","30.688","107949.836","105997.672"
"11","29","14","408","76","11.7","0.8","342.237","23.803","70766.391","69194.297"
"11","29","15","155","37","12","1","122.119","15.433","25420.645","24046.207"
"11","29","16","0","1","10.9","1","0.933","9.011","211.183","0"
"11","29","17","0","0","9.8","1","0","9.8","0","0"
"11","29","18","0","0","8.7","1","0","8.7","0","0"
"11","29","19","0","0","8.3","0.7","0","8.3","0","0"
"11","29","20","0","0","7.8","0.3","0","7.8","0","0"
"11","29","21","0","0","7.4","0","0","7.4","0","0"
"11","29","22","0","0","7.8","0.7","0","7.8","0","0"
"11","29","23","0","0","8.2","1.3","0","8.2","0","0"
"11","30","0","0","0","8.6","2","0","8.6","0","0"
"11","30","1","0","0","8.7","1.7","0","8.7","0","0"
"11","30","2","0","0","8.9","1.3","0","8.9","0","0"
"11","30","3","0","0","9","1","0","9","0","0"
"11","30","4","0","0","9.4","1","0","9.4","0","0"
"11","30","5","0","0","9.8","1","0","9.8","0","0"
"11","30","6","0","0","10.2","1","0","10.2","0","0"
"11","30","7","0","16","10.6","1","14.439","8.463","3276.102","1892.026"
"11","30","8","0","57","11","1","52.617","10.253","11844.868","10472.786"
"11","30","9","0","94","11.4","1","88.79","12.111","19824.965","18454.672"
"11","30","10","0","118","11.5","0.7","112.318","13.376","24937.705","23563.803"
"11","30","11","0","127","11.7","0.3","121.209","14.54","26771.941","25395.838"
"11","30","12","0","119","11.8","0","113.319","15.009","24976.627","23602.684"
"11","30","13","0","96","11.7","0.7","90.793","12.965","20195.479","18825.049"
"11","30","14","0","59","11.7","1.3","54.556","11.476","12215.343","10843.544"
"11","30","15","0","18","11.6","2","16.249","10.175","3659.284","2275.967"
"11","30","16","0","0","11.3","1.3","0","11.3","0","0"
"11","30","17","0","0","10.9","0.7","0","10.9","0","0"
"11","30","18","0","0","10.7","0","0","10.7","0","0"
"11","30","19","0","0","10.6","0.7","0","10.6","0","0"
"11","30","20","0","0","10.4","1.3","0","10.4","0","0"
"11","30","21","0","0","10.2","2","0","10.2","0","0"
"11","30","22","0","0","9.7","2.2","0","9.7","0","0"
"11","30","23","0","0","9","2.3","0","9","0","0"
"12","1","0","0","0","8.3","1","0","8.3","0","0"
"12","1","1","0","0","7.7","0","0","7.7","0","0"
"12","1","2","0","0","7.2","1","0","7.2","0","0"
"12","1","3","0","0","7","0","0","7","0","0"
"12","1","4","0","0","6.9","0","0","6.9","0","0"
"12","1","5","0","0","6.8","2.1","0","6.8","0","0"
"12","1","6","0","0","7","1","0","7","0","0"
"12","1","7","122","32","7","2.1","93.829","7.487","20155.643","18785.227"
"12","1","8","383","73","9","2.1","320.5","16.049","68581.32","67025.445"
"12","1","9","418","126","10.4","1","467.417","24.696","97773.656","95945.023"
"12","1","10","427","144","11","1","537.271","28.094","111101.125","109107.719"
"12","1","11","319","179","12","1","489.949","27.957","101519.695","99647.305"
"12","1","12","182","192","11.8","0","374.118","28.411","77349.523","75724.445"
"12","1","13","117","173","11.7","0.3","292.585","23.267","61892.004","60381.582"
"12","1","14","108","107","11.5","0.7","192.218","17.542","41424.328","40013.492"
"12","1","15","24","38","11.4","1","53.142","11.699","11660.045","10287.814"
"12","1","16","0","1","11","1","0.933","8.718","211.454","0"
"12","1","17","0","0","10","1","0","10","0","0"
"12","1","18","0","0","9.5","0","0","9.5","0","0"
"12","1","19","0","0","9","0","0","9","0","0"
"12","1","20","0","0","8","2.1","0","8","0","0"
"12","1","21","0","0","8","2","0","8","0","0"
"12","1","22","0","0","7.5","1.5","0","7.5","0","0"
"12","1","23","0","0","7","1","0","7","0","0"
"12","2","0","0","0","7.5","0","0","7.5","0","0"
"12","2","1","0","0","7","0","0","7","0","0"
"12","2","2","0","0","7","0","0","7","0","0"
"12","2","3","0","0","7","0","0","7","0","0"
"12","2","4","0","0","7","0","0","7","0","0"
"12","2","5","0","0","7","1","0","7","0","0"
"12","2","6","0","0","6.8","0","0","6.8","0","0"
"12","2","7","24","30","7","0","42.094","4.564","9467.407","8093.042"
"12","2","8","135","93","8","0","187.544","13.436","41004.566","39595.145"
"12","2","9","134","161","9.6","0","287.993","20.648","61614.832","60106.156"
"12","2","10","125","211","10.8","0","341.233","24.69","71832.813","70252.555"
"12","2","11","128","228","12","0","367.805","27.239","76538.102","74919.891"
"12","2","12","125","214","11.8","0","345.51","26.472","72130.805","70548.234"
"12","2","13","117","172","12","0","291.537","24.539","61302.77","59796.047"
"12","2","14","107","106","11.8","0","190.538","20.076","40589.691","39181.652"
"12","2","15","24","37","11","1","51.771","11.239","11376.497","10004.029"
"12","2","16","0","0","10","0","0","10","0","0"
"12","2","17","0","0","10","0","0","10","0","0"
"12","2","18","0","0","9.4","0","0","9.4","0","0"
"12","2","19","0","0","9","0","0","9","0","0"
"12","2","20","0","0","9","1","0","9","0","0"
"12","2","21","0","0","8.3","1","0","8.3","0","0"
"12","2","22","0","0","8","0","0","8","0","0"
"12","2","23","0","0","8","0","0","8","0","0"
"12","3","0","0","0","7.5","0","0","7.5","0","0"
"12","3","1","0","0","7","0","0","7","0","0"
"12","3","2","0","0","7","0","0","7","0","0"
"12","3","3","0","0","5.6","0","0","5.6","0","0"
"12","3","4","0","0","6","0","0","6","0","0"
"12","3","5","0","0","6","1","0","6","0","0"
"12","3","6","0","0","6","0","0","6","0","0"
"12","3","7","55","30","6","0","59.653","4.367","13209.373","11838.238"
"12","3","8","221","97","8","0","250.242","16.294","53818.09","52354.059"
"12","3","9","476","103","9.3","2","478.699","21.266","101629.391","99755.68"
"12","3","10","446","153","12","2.1","561.718","26.643","116946.977","114873.328"
"12","3","11","469","161","13","2.1","606.412","29.028","124955.922","122764.461"
"12","3","12","456","153","12","2","572.273","27.55","118651.016","116553.07"
"12","3","13","615","89","12","2.1","571.716","27.197","118044.383","115955.133"
"12","3","14","547","62","11","0","409.029","29.44","82103.078","80435.922"
"12","3","15","267","32","10.4","4","160.272","13.253","33099.367","31712.006"
"12","3","16","0","1","9.7","4.1","0.933","8.452","211.699","0"
"12","3","17","0","0","9","4.1","0","9","0","0"
"12","3","18","0","0","7.8","4","0","7.8","0","0"
"12","3","19","0","0","8","5.1","0","8","0","0"
"12","3","20","0","0","8","5.1","0","8","0","0"
"12","3","21","0","0","7.4","3","0","7.4","0","0"
"12","3","22","0","0","7","4.1","0","7","0","0"
"12","3","23","0","0","7","4.1","0","7","0","0"
"12","4","0","0","0","5.2","3","0","5.2","0","0"
"12","4","1","0","0","5","3.1","0","5","0","0"
"12","4","2","0","0","4","2.1","0","4","0","0"
"12","4","3","0","0","4.4","2","0","4.4","0","0"
"12","4","4","0","0","3","1","0","3","0","0"
"12","4","5","0","0","3","0","0","3","0","0"
"12","4","6","0","0","3","1","0","3","0","0"
"12","4","7","220","28","4","1","131.364","5.772","27889.848","26512.17"
"12","4","8","397","92","7","2.1","349.17","14.964","75112.969","73506.578"
"12","4","9","742","58","9","2","611.093","24.813","127336.656","125108.422"
"12","4","10","808","62","10","2.1","739.38","29.679","151517.078","148869.688"
"12","4","11","827","65","12","0","786.966","43.516","150770.813","148137.594"
"12","4","12","814","63","12.7","0","750.494","43.338","143741.906","141238.359"
"12","4","13","754","58","13","0","628.545","39.643","121975.086","119828.547"
"12","4","14","598","54","12","0","428.616","31.476","85094.102","83398.82"
"12","4","15","256","33","10","0","156.64","18.363","31661.674","30277.371"
"12","4","16","0","1","7","0","0.933","5.146","214.752","0"
"12","4","17","0","0","5","0","0","5","0","0"
"12","4","18","0","0","4","0","0","4","0","0"
"12","4","19","0","0","4","2.1","0","4","0","0"
"12","4","20","0","0","3","2.1","0","3","0","0"
"12","4","21","0","0","2.6","1","0","2.6","0","0"
"12","4","22","0","0","2","2.1","0","2","0","0"
"12","4","23","0","0","2","3.1","0","2","0","0"
"12","5","0","0","0","1.8","3","0","1.8","0","0"
"12","5","1","0","0","2","3.1","0","2","0","0"
"12","5","2","0","0","2","0","0","2","0","0"
"12","5","3","0","0","-0.6","1","0","-0.6","0","0"
"12","5","4","0","0","0","0","0","0","0","0"
"12","5","5","0","0","0","2.1","0","0","0","0"
"12","5","6","0","0","0.4","1","0","0.4","0","0"
"12","5","7","213","27","1","1","126.985","2.599","27322.014","25945.158"
"12","5","8","370","92","5","0","333.488","17.311","71008.039","69434.109"
"12","5","9","619","83","7.3","1","558.357","24.548","116588.953","114520.367"
"12","5","10","609","103","9","0","635.64","34.939","127030.883","124807.422"
"12","5","11","433","155","10","0","568.398","34.222","114204.57","112169.172"
"12","5","12","202","182","9.8","0","377.347","27.229","78435.859","76801.453"
"12","5","13","98","147","10","0","232.788","20.721","49815.668","48371.203"
"12","5","14","5","86","9","0","89.177","12.612","19845.301","18475"
"12","5","15","0","17","8.3","0","15.356","6.005","3521.369","2137.782"
"12","5","16","0","0","8","0","0","8","0","0"
"12","5","17","0","0","8","0","0","8","0","0"
"12","5","18","0","0","7.7","0","0","7.7","0","0"
"12","5","19","0","0","8","0","0","8","0","0"
"12","5","20","0","0","8","0","0","8","0","0"
"12","5","21","0","0","7.4","0","0","7.4","0","0"
"12","5","22","0","0","7","0","0","7","0","0"
"12","5","23","0","0","7","0","0","7","0","0"
"12","6","0","0","0","7.2","0","0","7.2","0","0"
"12","6","1","0","0","7","0","0","7","0","0"
"12","6","2","0","0","7","0","0","7","0","0"
"12","6","3","0","0","6.5","0","0","6.5","0","0"
"12","6","4","0","0","6","0","0","6","0","0"
"12","6","5","0","0","6","0","0","6","0","0"
"12","6","6","0","0","6.8","0","0","6.8","0","0"
"12","6","7","0","13","7","0","11.734","3.168","2723.832","1338.626"
"12","6","8","0","52","7","0","47.795","4.939","11010.716","9637.924"
"12","6","9","0","89","7.5","0","84.036","7.988","19106.176","17736.092"
"12","6","10","24","162","8","1","182.493","11.999","40743.184","39334.637"
"12","6","11","103","191","9","0","297.255","20.364","63873.367","62350.145"
"12","6","12","193","182","9.7","0","370.269","24.754","77872.461","76242.906"
"12","6","13","82","150","10","0","225.737","20.383","48405.566","46967.449"
"12","6","14","4","85","10","0","87.49","13.44","19402.205","18032.043"
"12","6","15","0","17","10.4","0","15.356","8.131","3489.124","2105.473"
"12","6","16","0","0","10","1","0","10","0","0"
"12","6","17","0","0","9","1","0","9","0","0"
"12","6","18","0","0","8.2","1","0","8.2","0","0"
"12","6","19","0","0","8","1","0","8","0","0"
"12","6","20","0","0","8","1","0","8","0","0"
"12","6","21","0","0","8.4","1","0","8.4","0","0"
"12","6","22","0","0","8","0","0","8","0","0"
"12","6","23","0","0","8","0","0","8","0","0"
"12","7","0","0","0","8","0","0","8","0","0"
"12","7","1","0","0","8","0","0","8","0","0"
"12","7","2","0","0","8","0","0","8","0","0"
"12","7","3","0","0","8.6","0","0","8.6","0","0"
"12","7","4","0","0","9","0","0","9","0","0"
"12","7","5","0","0","9","0","0","9","0","0"
"12","7","6","0","0","9.2","0","0","9.2","0","0"
"12","7","7","0","23","9","0","21.524","5.706","4942.251","3561.325"
"12","7","8","162","93","10","0","203.256","15.894","43840.313","42420.816"
"12","7","9","452","105","10.6","2","461.125","21.916","97567.875","95741.594"
"12","7","10","421","139","11","1","522.594","27.622","108267.375","106311.117"
"12","7","11","315","173","11","1","477.658","26.554","99614.094","97764.211"
"12","7","12","179","186","11.2","1","364.596","23.068","77295.086","75670.477"
"12","7","13","98","173","12","0","270.047","23.897","56970.707","55489.664"
"12","7","14","77","109","12","1","170.667","16.637","37012.148","35614.98"
"12","7","15","22","35","12","0","48.698","13.003","10625.013","9251.86"
"12","7","16","0","0","10","0","0","10","0","0"
"12","7","17","0","0","9","0","0","9","0","0"
"12","7","18","0","0","9.4","0","0","9.4","0","0"
"12","7","19","0","0","9","1","0","9","0","0"
"12","7","20","0","0","9","0","0","9","0","0"
"12","7","21","0","0","9","0","0","9","0","0"
"12","7","22","0","0","9","0","0","9","0","0"
"12","7","23","0","0","9","0","0","9","0","0"
"12","8","0","0","0","8","0","0","8","0","0"
"12","8","1","0","0","8","0","0","8","0","0"
"12","8","2","0","0","7.6","0","0","7.6","0","0"
"12","8","3","0","0","7.2","0","0","7.2","0","0"
"12","8","4","0","0","7","0","0","7","0","0"
"12","8","5","0","0","7","0","0","7","0","0"
"12","8","6","0","0","7","0","0","7","0","0"
"12","8","7","0","12","7","0","10.829","3.155","2513.825","1128.178"
"12","8","8","0","50","7","0","45.806","4.831","10557.546","9184.327"
"12","8","9","0","87","7.6","0","82.056","7.917","18661.881","17291.891"
"12","8","10","0","112","8","0","106.654","10.288","24005.951","22632.982"
"12","8","11","0","122","8","0","116.569","11.122","26141.35","24766.057"
"12","8","12","0","115","8","2.1","109.663","9.358","24784.016","23410.275"
"12","8","13","0","92","9","2.1","86.998","9.715","19630.959","18260.729"
"12","8","14","0","57","9","0","52.737","8.609","11957.819","10585.826"
"12","8","15","0","17","8.9","2","15.356","7.39","3500.469","2116.84"
"12","8","16","0","0","9","2.6","0","9","0","0"
"12","8","17","0","0","9","2.6","0","9","0","0"
"12","8","18","0","0","9.8","2","0","9.8","0","0"
"12","8","19","0","0","10","2.1","0","10","0","0"
"12","8","20","0","0","10","2.1","0","10","0","0"
"12","8","21","0","0","10.4","2","0","10.4","0","0"
"12","8","22","0","0","11","3.1","0","11","0","0"
"12","8","23","0","0","11","3.1","0","11","0","0"
"12","9","0","0","0","10.4","4","0","10.4","0","0"
"12","9","1","0","0","10","5.1","0","10","0","0"
"12","9","2","0","0","9.8","5.1","0","9.8","0","0"
"12","9","3","0","0","9.6","5","0","9.6","0","0"
"12","9","4","0","0","9.3","5.6","0","9.3","0","0"
"12","9","5","0","0","9","6.2","0","9","0","0"
"12","9","6","0","0","9.4","5","0","9.4","0","0"
"12","9","7","0","11","9","5.1","9.924","7.781","2258.237","872.044"
"12","9","8","0","50","9","4.1","45.89","8.415","10414.001","9040.642"
"12","9","9","0","87","9","4","82.147","9.297","18570.441","17200.467"
"12","9","10","0","113","9","6.2","107.829","9.731","24329.813","22956.533"
"12","9","11","0","122","8","2.1","116.644","9.52","26343.01","24967.465"
"12","9","12","0","115","7.6","2","109.724","8.98","24838.922","23465.125"
"12","9","13","0","93","8","6.2","88.132","8.416","20000.18","18629.824"
"12","9","14","0","57","6","8.2","52.761","5.795","12110.15","10738.273"
"12","9","15","0","17","6","3","15.356","4.637","3542.333","2158.788"
"12","9","16","0","0","6","2.1","0","6","0","0"
"12","9","17","0","0","6","2.1","0","6","0","0"
"12","9","18","0","0","5.8","2","0","5.8","0","0"
"12","9","19","0","0","5.4","2","0","5.4","0","0"
"12","9","20","0","0","5","2.1","0","5","0","0"
"12","9","21","0","0","5.4","2","0","5.4","0","0"
"12","9","22","0","0","10","0","0","10","0","0"
"12","9","23","0","0","7.8","0","0","7.8","0","0"
"12","10","0","0","0","5.6","0","0","5.6","0","0"
"12","10","1","0","0","5.8","0","0","5.8","0","0"
"12","10","2","0","0","6","0","0","6","0","0"
"12","10","3","0","0","5.6","0","0","5.6","0","0"
"12","10","4","0","0","5","0","0","5","0","0"
"12","10","5","0","0","5","0","0","5","0","0"
"12","10","6","0","0","5.4","0","0","5.4","0","0"
"12","10","7","0","11","6","0","9.924","2.029","2314.788","928.716"
"12","10","8","0","49","6","0","44.886","3.734","10394.136","9020.757"
"12","10","9","0","86","5.8","0","81.146","5.988","18609.744","17239.762"
"12","10","10","0","112","6","0","106.821","8.256","24258.248","22885.039"
"12","10","11","0","122","6","0","116.715","9.116","26405.703","25030.076"
"12","10","12","0","115","5.8","0","109.781","8.746","24877.176","23503.338"
"12","10","13","0","92","6","0","87.081","7.781","19816.408","18446.117"
"12","10","14","0","57","6","1","52.781","5.587","12125.526","10753.661"
"12","10","15","0","17","6.2","1","15.357","4.292","3547.582","2164.047"
"12","10","16","0","0","6","1","0","6","0","0"
"12","10","17","0","0","6","1","0","6","0","0"
"12","10","18","0","0","6","1","0","6","0","0"
"12","10","19","0","0","6","1","0","6","0","0"
"12","10","20","0","0","6","1","0","6","0","0"
"12","10","21","0","0","5.6","1","0","5.6","0","0"
"12","10","22","0","0","5","2.1","0","5","0","0"
"12","10","23","0","0","5","2.1","0","5","0","0"
"12","11","0","0","0","5.2","0","0","5.2","0","0"
"12","11","1","0","0","5","0","0","5","0","0"
"12","11","2","0","0","4.9","0.5","0","4.9","0","0"
"12","11","3","0","0","4.8","1","0","4.8","0","0"
"12","11","4","0","0","5","1","0","5","0","0"
"12","11","5","0","0","5","0","0","5","0","0"
"12","11","6","0","0","4.3","1","0","4.3","0","0"
"12","11","7","0","11","4","0","9.924","-0.018","2334.971","948.942"
"12","11","8","0","49","5","0","44.965","2.681","10459.254","9085.939"
"12","11","9","0","86","5.6","0","81.23","5.741","18648.932","17278.941"
"12","11","10","0","111","6","0","105.808","8.204","24033.584","22660.59"
"12","11","11","0","122","7","0","116.781","10.097","26307.41","24931.908"
"12","11","12","0","116","7","0","110.926","10.002","24998.746","23624.777"
"12","11","13","0","93","7","0","88.209","8.867","19978.268","18607.92"
"12","11","14","0","57","7","0","52.796","6.615","12075.335","10703.432"
"12","11","15","0","17","6.8","0","15.357","3.839","3554.47","2170.948"
"12","11","16","0","0","6","0","0","6","0","0"
"12","11","17","0","0","5","0","0","5","0","0"
"12","11","18","0","0","4.3","0","0","4.3","0","0"
"12","11","19","0","0","3","0","0","3","0","0"
"12","11","20","0","0","3","2.1","0","3","0","0"
"12","11","21","0","0","3.6","2","0","3.6","0","0"
"12","11","22","0","0","3","3.1","0","3","0","0"
"12","11","23","0","0","2","3.1","0","2","0","0"
"12","12","0","0","0","1.2","0","0","1.2","0","0"
"12","12","1","0","0","1","0","0","1","0","0"
"12","12","2","0","0","1","0","0","1","0","0"
"12","12","3","0","0","0","0","0","0","0","0"
"12","12","4","0","0","2","2.1","0","2","0","0"
"12","12","5","0","0","1","2.1","0","1","0","0"
"12","12","6","0","0","1.6","1","0","1.6","0","0"
"12","12","7","161","26","3","2.1","104.446","3.746","22489.107","21117.395"
"12","12","8","374","84","5","0","321.443","16.641","68442.992","66888.125"
"12","12","9","726","57","7","2.1","588.012","21.954","123998.305","121821.422"
"12","12","10","794","61","9","4.1","717.579","24.3","150755.703","148122.781"
"12","12","11","730","82","9","3.1","726.385","26.42","151387.281","148742.359"
"12","12","12","437","158","9","2","561.032","24.741","117860.891","115774.266"
"12","12","13","608","103","10","2.1","581.387","25.468","121044.211","118911.438"
"12","12","14","598","53","9","2.1","429.556","20.593","89817.758","88075.469"
"12","12","15","268","31","8.6","2","162.116","12.59","33651.48","32262.865"
"12","12","16","0","0","5","3.1","0","5","0","0"
"12","12","17","0","0","5","3.1","0","5","0","0"
"12","12","18","0","0","4","2","0","4","0","0"
"12","12","19","0","0","4","2.1","0","4","0","0"
"12","12","20","0","0","2","2.1","0","2","0","0"
"12","12","21","0","0","3","3","0","3","0","0"
"12","12","22","0","0","3","3.1","0","3","0","0"
"12","12","23","0","0","3","3.1","0","3","0","0"
"12","13","0","0","0","3","3","0","3","0","0"
"12","13","1","0","0","2","3.1","0","2","0","0"
"12","13","2","0","0","2","2.1","0","2","0","0"
"12","13","3","0","0","1.6","3","0","1.6","0","0"
"12","13","4","0","0","2","1","0","2","0","0"
"12","13","5","0","0","2","0","0","2","0","0"
"12","13","6","0","0","0.2","1","0","0.2","0","0"
"12","13","7","80","26","0","1","68.075","-0.48","15188.186","13817.953"
"12","13","8","194","91","2","1","226.454","7.386","50591.836","49143.754"
"12","13","9","138","149","4","1","275.818","11.887","61330.367","59823.473"
"12","13","10","89","179","5","1","270.986","12.984","60174.637","58674.859"
"12","13","11","28","171","6","0","196.197","14.365","43347.887","41930.223"
"12","13","12","0","115","6.2","1","109.921","8.393","24947.428","23573.516"
"12","13","13","0","93","6","1","88.265","6.947","20158.564","18788.148"
"12","13","14","0","57","6","2.1","52.813","5.647","12129.806","10757.943"
"12","13","15","0","17","4","0","15.356","0.977","3597.923","2214.486"
"12","13","16","0","0","3","2.1","0","3","0","0"
"12","13","17","0","0","3","0","0","3","0","0"
"12","13","18","0","0","3.2","0","0","3.2","0","0"
"12","13","19","0","0","3","0","0","3","0","0"
"12","13","20","0","0","3","0","0","3","0","0"
"12","13","21","0","0","3","0","0","3","0","0"
"12","13","22","0","0","3","0","0","3","0","0"
"12","13","23","0","0","3","0","0","3","0","0"
"12","14","0","0","0","3.4","0","0","3.4","0","0"
"12","14","1","0","0","3","0","0","3","0","0"
"12","14","2","0","0","4","0","0","4","0","0"
"12","14","3","0","0","3.6","0","0","3.6","0","0"
"12","14","4","0","0","4","0","0","4","0","0"
"12","14","5","0","0","4","0","0","4","0","0"
"12","14","6","0","0","4.4","0","0","4.4","0","0"
"12","14","7","0","10","4","0","9.02","-0.105","2122.928","736.442"
"12","14","8","0","47","5","0","43.006","2.574","10008.163","8634.389"
"12","14","9","0","84","5.2","0","79.274","5.137","18247.16","16877.229"
"12","14","10","0","109","5","0","103.827","7.074","23699.756","22327.068"
"12","14","11","0","120","5","0","114.764","7.978","26093.586","24718.352"
"12","14","12","0","114","5.6","0","108.863","8.462","24699.914","23326.26"
"12","14","13","0","91","6","0","86.097","7.715","19597.975","18227.756"
"12","14","14","0","57","6","0","52.815","5.538","12135.917","10764.06"
"12","14","15","0","17","5.6","1","15.356","3.681","3556.811","2173.293"
"12","14","16","0","0","6","0","0","6","0","0"
"12","14","17","0","0","6","2.1","0","6","0","0"
"12","14","18","0","0","5.8","1","0","5.8","0","0"
"12","14","19","0","0","6","2.1","0","6","0","0"
"12","14","20","0","0","7","4.1","0","7","0","0"
"12","14","21","0","0","9","4","0","9","0","0"
"12","14","22","0","0","9","4.1","0","9","0","0"
"12","14","23","0","0","9","4.1","0","9","0","0"
"12","15","0","0","0","9.2","3.9","0","9.2","0","0"
"12","15","1","0","0","8.7","3.7","0","8.7","0","0"
"12","15","2","0","0","9.4","4","0","9.4","0","0"
"12","15","3","0","0","9","3.8","0","9","0","0"
"12","15","4","0","0","9.3","3.7","0","9.3","0","0"
"12","15","5","0","0","9","2.9","0","9","0","0"
"12","15","6","0","0","9.2","3","0","9.2","0","0"
"12","15","7","0","9","9","0","8.115","5.036","1868.721","481.678"
"12","15","8","0","46","9","2.1","41.983","8.096","9540.66","8166.378"
"12","15","9","0","83","8.8","2","78.248","9.028","17709.842","16339.955"
"12","15","10","0","108","9","2.1","102.793","10.041","23161.965","21789.736"
"12","15","11","0","119","10","2.1","113.716","11.441","25465.791","24091.303"
"12","15","12","0","112","11","2","106.711","12.32","23804.248","22431.465"
"12","15","13","0","91","10.7","2","86.11","11.414","19285.844","17915.715"
"12","15","14","0","56","10.3","2.1","51.721","9.969","11657.897","10285.665"
"12","15","15","0","17","10","2.1","15.356","8.53","3483.087","2099.424"
"12","15","16","0","0","10","1","0","10","0","0"
"12","15","17","0","0","10","0","0","10","0","0"
"12","15","18","0","0","9.9","0","0","9.9","0","0"
"12","15","19","0","0","9.4","0","0","9.4","0","0"
"12","15","20","0","0","8.9","0","0","8.9","0","0"
"12","15","21","0","0","8.8","0.8","0","8.8","0","0"
